node_id,test_file,status,verification_scope,evidence
tests/test_lung_standalone.py::test_low_compliance_reduces_tidal_volume_at_same_effort,tests/test_lung_standalone.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_lung_standalone.py::test_high_airway_resistance_reduces_tidal_volume_at_same_rate_effort,tests/test_lung_standalone.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_lung_standalone.py::test_peep_raises_end_expiratory_volume,tests/test_lung_standalone.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_lung_standalone.py::test_neolung_does_not_import_neocirculation,tests/test_lung_standalone.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_main_circuit_full.py::test_solve_patient_path_flow_inverts_delta_p_function,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_patient_path_zero_delta_p_gives_zero_flow,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_patient_path_delta_p_increases_with_flow,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_full_circuit_flow_conservation,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_full_circuit_pressure_consistency,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_reproduces_real_numbers_closely_at_3000rpm_bridge_closed,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_shunt_fraction_now_increases_with_rpm_due_to_quadratic_cannula_terms,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_bridge_closed_gives_zero_bridge_flow,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_bridge_crack_still_diverts_majority_of_flow,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_zero_rpm_still_solves,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_patient_path_does_not_import_patient_physiology_modules,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_full.py::test_main_circuit_full_does_not_import_patient_physiology_modules,tests/test_main_circuit_full.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_series.py::test_solved_point_pressures_are_internally_consistent,tests/test_main_circuit_series.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_series.py::test_solved_flow_is_nonnegative_by_construction,tests/test_main_circuit_series.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_series.py::test_oxygenator_in_series_reduces_flow_versus_pump_alone,tests/test_main_circuit_series.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_series.py::test_oxygenator_obstruction_reduces_series_flow_at_fixed_rpm,tests/test_main_circuit_series.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_series.py::test_increasing_rpm_increases_series_flow,tests/test_main_circuit_series.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_series.py::test_zero_rpm_yields_zero_flow_with_matched_reservoirs,tests/test_main_circuit_series.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_series.py::test_default_resistances_match_measured_tubing_segments,tests/test_main_circuit_series.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_series.py::test_main_circuit_series_does_not_import_patient_physiology_modules,tests/test_main_circuit_series.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt.py::test_shunt_and_patient_flow_sum_to_total,tests/test_main_circuit_with_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt.py::test_junction_pressures_are_internally_consistent,tests/test_main_circuit_with_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt.py::test_reproduces_reported_shunt_fraction_with_bridge_closed,tests/test_main_circuit_with_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt.py::test_shunt_fraction_stays_roughly_constant_across_rpm,tests/test_main_circuit_with_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt.py::test_shunt_clot_fraction_reduces_shunt_flow_fraction,tests/test_main_circuit_with_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt.py::test_increasing_rpm_increases_total_flow,tests/test_main_circuit_with_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt.py::test_main_circuit_with_shunt_does_not_import_patient_physiology_modules,tests/test_main_circuit_with_shunt.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt_and_bridge.py::test_bridge_closed_by_default_reproduces_stage2_exactly,tests/test_main_circuit_with_shunt_and_bridge.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt_and_bridge.py::test_bridge_flow_is_zero_when_closed,tests/test_main_circuit_with_shunt_and_bridge.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt_and_bridge.py::test_three_way_flow_sums_to_total,tests/test_main_circuit_with_shunt_and_bridge.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt_and_bridge.py::test_opening_bridge_increases_bridge_fraction_monotonically,tests/test_main_circuit_with_shunt_and_bridge.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt_and_bridge.py::test_opening_bridge_reduces_patient_fraction,tests/test_main_circuit_with_shunt_and_bridge.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt_and_bridge.py::test_fully_open_bridge_dominates_flow,tests/test_main_circuit_with_shunt_and_bridge.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt_and_bridge.py::test_zero_rpm_still_solves,tests/test_main_circuit_with_shunt_and_bridge.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_main_circuit_with_shunt_and_bridge.py::test_module_does_not_import_patient_physiology_modules,tests/test_main_circuit_with_shunt_and_bridge.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_native_physiology_async.py::test_async_normal_completion_commits_once,tests/test_native_physiology_async.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_native_physiology_async.py::test_async_rapid_supersession_executes_only_active_and_latest_pending,tests/test_native_physiology_async.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_native_physiology_async.py::test_workspace_freezes_simulation_time_while_native_equilibrium_updates,tests/test_native_physiology_async.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_native_physiology_cache.py::test_repeated_snapshots_reuse_native_physiology,tests/test_native_physiology_cache.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_native_physiology_cache.py::test_explicit_blood_loss_invalidates_native_physiology,tests/test_native_physiology_cache.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_northstar_regression.py::test_synthetic_pump_fixture_affinity_behavior,tests/test_northstar_regression.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_northstar_regression.py::test_accepted_northstar_snapshot_is_versioned_and_frozen,tests/test_northstar_regression.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_zero_flow_gives_zero_delta_p,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_delta_p_increases_with_flow,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_obstruction_raises_delta_p_at_fixed_flow,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_obstruction_delta_p_is_monotonic_across_continuum,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_obstruction_fraction_is_clipped_near_full_occlusion_not_infinite,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_low_flow_exposure_accumulates_below_minimum_flow,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_low_flow_exposure_does_not_accumulate_at_or_above_minimum_flow,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_low_flow_exposure_does_not_reset_when_flow_recovers,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_low_flow_exposure_rejects_negative_dt,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_bench_sweep_returns_one_point_per_flow_step,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_oxygenator_hydraulics.py::test_oxygenator_module_does_not_import_patient_physiology_modules,tests/test_oxygenator_hydraulics.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_patient_monitor_projection.py::test_patient_monitor_projection_is_read_only_view_of_workspace_snapshot,tests/test_patient_monitor_projection.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_patient_monitor_projection.py::test_patient_monitor_does_not_invent_unintegrated_hr_or_temperature,tests/test_patient_monitor_projection.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_patient_monitor_projection.py::test_patient_monitor_updates_from_same_dynamic_display_path,tests/test_patient_monitor_projection.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_patient_monitor_projection.py::test_patient_monitor_exposes_fluid_and_renal_state_without_deriving_treatment_logic,tests/test_patient_monitor_projection.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_patient_volume_ledger.py::test_weight_based_baseline_preserves_default_patient,tests/test_patient_volume_ledger.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_patient_volume_ledger.py::test_weight_based_baseline_scales_with_weight,tests/test_patient_volume_ledger.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_patient_volume_ledger.py::test_blood_input_and_loss_change_intravascular_volume,tests/test_patient_volume_ledger.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_patient_volume_ledger.py::test_third_spacing_reduces_effective_venous_volume_not_measured_blood_volume,tests/test_patient_volume_ledger.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_patient_volume_ledger.py::test_sampling_loss_is_tracked_separately,tests/test_patient_volume_ledger.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_peep_co2_coupling.py::test_peep_does_not_cause_massive_hypocapnia,tests/test_peep_co2_coupling.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_peep_co2_coupling.py::test_peep_hemodynamic_effect_remains,tests/test_peep_co2_coupling.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_phase2d_ventilator.py::test_pressure_control_settings_validate_and_generate_pressure_waveform,tests/test_phase2d_ventilator.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase2d_ventilator.py::test_pressure_control_drive_changes_real_lung_delivery,tests/test_phase2d_ventilator.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase2d_ventilator.py::test_pressure_control_rate_is_integrated_not_gui_only,tests/test_phase2d_ventilator.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase2d_ventilator.py::test_unified_patient_airway_port_owns_pressure_control_and_readback,tests/test_phase2d_ventilator.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase2d_ventilator.py::test_workspace_ventilator_action_uses_authoritative_airway_and_events,tests/test_phase2d_ventilator.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase2d_ventilator.py::test_pressure_control_fio2_reaches_coupled_gas_exchange,tests/test_phase2d_ventilator.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase2d_ventilator.py::test_spawn_worker_request_reconstructs_pressure_control_from_primitive_cache_key,tests/test_phase2d_ventilator.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase4_myocardial_dysfunction.py::test_lv_dysfunction_is_graded_and_statefully_reversible_in_unified_patient,tests/test_phase4_myocardial_dysfunction.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_phase4_myocardial_dysfunction.py::test_rv_dysfunction_reduces_forward_flow_and_raises_cvp,tests/test_phase4_myocardial_dysfunction.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_phase4_myocardial_dysfunction.py::test_severe_dysfunction_has_larger_effect_than_mild_reduction,tests/test_phase4_myocardial_dysfunction.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_phase4_myocardial_dysfunction.py::test_myocardial_function_is_a_registered_scenario_mechanism,tests/test_phase4_myocardial_dysfunction.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_phase4_myocardial_dysfunction.py::test_invalid_contractility_scale_is_rejected,tests/test_phase4_myocardial_dysfunction.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_phase4_myocardial_dysfunction.py::test_native_worker_reconstructs_nondefault_myocardial_function,tests/test_phase4_myocardial_dysfunction.py,PASS,prior continuation direct/bounded verification,carried-forward: START_HERE_PHASE6_HANDOFF_2026-08-11.md explicit direct/bounded zero-exit result
tests/test_phase5_positioning.py::test_learner_workspace_declares_simulation_training_positioning,tests/test_phase5_positioning.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5b_ux_policy.py::test_ecmo_shortcuts_are_only_active_on_ecmo_page,tests/test_phase5b_ux_policy.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5b_ux_policy.py::test_ecmo_shortcuts_are_suppressed_while_editing,tests/test_phase5b_ux_policy.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5b_ux_policy.py::test_latency_banner_is_explicit_about_simulation_time_pause,tests/test_phase5b_ux_policy.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5b_ux_policy.py::test_current_alarm_boundary_is_disclosed_as_simulator_advisories,tests/test_phase5b_ux_policy.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5c_validation_queue.py::test_validation_queue_covers_all_current_cbc_json_contracts_once,tests/test_phase5c_validation_queue.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5c_validation_queue.py::test_validation_queue_prioritizes_learner_operable_contracts_first,tests/test_phase5c_validation_queue.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5c_validation_queue.py::test_validation_queue_is_explicitly_not_the_status_authority,tests/test_phase5c_validation_queue.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5c_validation_queue.py::test_every_validation_item_has_questions_evidence_boundary_and_gate,tests/test_phase5c_validation_queue.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc01_evidence_packet.py::test_cbc01_evidence_packet_exists_and_preserves_expert_gate,tests/test_phase5d_cbc01_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc01_evidence_packet.py::test_living_matrix_points_to_cbc01_evidence_packet,tests/test_phase5d_cbc01_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc01_evidence_packet.py::test_matrix_csv_json_mirror_for_cbc01_status,tests/test_phase5d_cbc01_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc01_evidence_packet.py::test_validation_queue_points_to_packet_without_becoming_status_authority,tests/test_phase5d_cbc01_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc01_evidence_packet.py::test_original_fix_map_remains_present_and_status_overlay_is_separate,tests/test_phase5d_cbc01_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc02_evidence_packet.py::test_cbc02_evidence_packet_exists_and_preserves_expert_gate,tests/test_phase5d_cbc02_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc02_evidence_packet.py::test_cbc02_contract_carries_residual_gas_transient_caveat,tests/test_phase5d_cbc02_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc02_evidence_packet.py::test_living_matrix_points_to_cbc02_evidence_packet,tests/test_phase5d_cbc02_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc02_evidence_packet.py::test_matrix_csv_json_mirror_for_cbc02_status,tests/test_phase5d_cbc02_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc02_evidence_packet.py::test_validation_queue_points_to_cbc02_packet_without_becoming_status_authority,tests/test_phase5d_cbc02_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc02_evidence_packet.py::test_fix_map_remains_untouched_and_overlay_tracks_phase5d,tests/test_phase5d_cbc02_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc06_evidence_packet.py::test_cbc06_evidence_packet_exists_and_preserves_expert_gate,tests/test_phase5d_cbc06_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc06_evidence_packet.py::test_cbc06_contract_reflects_phase2b_controls_without_behavior_change,tests/test_phase5d_cbc06_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc06_evidence_packet.py::test_living_matrix_points_to_cbc06_evidence_packet_and_direct_controls,tests/test_phase5d_cbc06_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc06_evidence_packet.py::test_matrix_csv_json_mirror_for_cbc06_status,tests/test_phase5d_cbc06_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc06_evidence_packet.py::test_validation_queue_points_to_cbc06_packet_without_becoming_status_authority,tests/test_phase5d_cbc06_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc06_evidence_packet.py::test_fix_map_remains_untouched_and_overlay_tracks_cbc06,tests/test_phase5d_cbc06_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc07_evidence_packet.py::test_cbc07_evidence_packet_exists_and_preserves_expert_gate,tests/test_phase5d_cbc07_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc07_evidence_packet.py::test_cbc07_contract_reflects_phase2d_controls_and_nonuniversal_scope,tests/test_phase5d_cbc07_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc07_evidence_packet.py::test_living_matrix_points_to_cbc07_packet_and_direct_controls,tests/test_phase5d_cbc07_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc07_evidence_packet.py::test_matrix_csv_json_mirror_for_cbc07_status,tests/test_phase5d_cbc07_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc07_evidence_packet.py::test_validation_queue_cbc01_cbc02_cbc07_statuses_are_consistent,tests/test_phase5d_cbc07_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc07_evidence_packet.py::test_fix_map_remains_untouched_and_overlay_tracks_cbc07,tests/test_phase5d_cbc07_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc08_evidence_packet.py::test_cbc08_evidence_packet_exists_and_preserves_expert_gate,tests/test_phase5d_cbc08_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc08_evidence_packet.py::test_cbc08_contract_adds_evidence_scope_without_changing_behavior_fixture,tests/test_phase5d_cbc08_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc08_evidence_packet.py::test_living_matrix_points_to_cbc08_packet_and_direct_controls,tests/test_phase5d_cbc08_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc08_evidence_packet.py::test_matrix_csv_json_mirror_for_cbc08_status,tests/test_phase5d_cbc08_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc08_evidence_packet.py::test_validation_queue_points_to_cbc08_packet_without_becoming_status_authority,tests/test_phase5d_cbc08_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc08_evidence_packet.py::test_fix_map_remains_untouched_and_overlay_tracks_cbc08,tests/test_phase5d_cbc08_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc09_evidence_packet.py::test_cbc09_evidence_packet_exists_and_preserves_expert_gate,tests/test_phase5d_cbc09_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc09_evidence_packet.py::test_cbc09_contract_adds_evidence_scope_without_changing_behavior_fixture,tests/test_phase5d_cbc09_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc09_evidence_packet.py::test_living_matrix_marks_cbc09_evidence_complete_and_csv_mirrors_json,tests/test_phase5d_cbc09_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc09_evidence_packet.py::test_validation_queue_marks_cbc09_packet_complete_in_json_and_markdown,tests/test_phase5d_cbc09_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc09_evidence_packet.py::test_roadmap_advances_next_priority_a_packet_to_cbc10,tests/test_phase5d_cbc09_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc09_evidence_packet.py::test_original_fix_map_v4_remains_present_and_unmodified_by_status_overlay_model,tests/test_phase5d_cbc09_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc10_evidence_packet.py::test_cbc10_evidence_packet_exists_and_preserves_expert_gate,tests/test_phase5d_cbc10_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
tests/test_phase5d_cbc10_evidence_packet.py::test_cbc10_contract_adds_evidence_scope_without_changing_behavior_fixture,tests/test_phase5d_cbc10_evidence_packet.py,PASS,2026-08-11 closure continuation,"fresh-this-thread: direct pytest file verification, zero exit"
